Produto W,Descrição do Produto W,85,93.39
Produto X,Descrição do Produto X,59,36.82
Produto Y,Descrição do Produto Y,16,78.57
Produto Z,Descrição do Produto Z,48,16.04
Produto A,Descrição do Produto A,67,56.95
Produto B,Descrição do Produto B,122,29.0
Produto C,Descrição do Produto C,33,42.9
Produto D,Descrição do Produto D,184,24.75
Produto E,Descrição do Produto E,184,7.92
Produto F,Descrição do Produto F,186,55.25
Produto G,Descrição do Produto G,91,91.29
Produto H,Descrição do Produto H,158,94.58
Produto I,Descrição do Produto I,63,77.28
Produto J,Descrição do Produto J,65,72.81
Produto K,Descrição do Produto K,79,35.1
Produto L,Descrição do Produto L,168,21.36
Produto M,Descrição do Produto M,88,72.05
Produto N,Descrição do Produto N,179,18.58
Produto O,Descrição do Produto O,47,75.72
Produto P,Descrição do Produto P,132,17.16
Produto Q,Descrição do Produto Q,139,13.88
Produto R,Descrição do Produto R,105,48.8
Produto S,Descrição do Produto S,118,7.74
Produto T,Descrição do Produto T,47,48.53
Produto U,Descrição do Produto U,23,67.55
Produto V,Descrição do Produto V,109,21.95
Produto W,Descrição do Produto W,136,64.23
Produto X,Descrição do Produto X,181,55.22
Produto Y,Descrição do Produto Y,18,53.58
Produto Z,Descrição do Produto Z,183,60.63
Produto A,Descrição do Produto A,36,37.05
Produto B,Descrição do Produto B,61,91.42
Produto C,Descrição do Produto C,110,38.86
Produto D,Descrição do Produto D,49,60.51
Produto E,Descrição do Produto E,78,96.27
Produto F,Descrição do Produto F,43,39.05
Produto G,Descrição do Produto G,173,15.22
Produto H,Descrição do Produto H,83,61.98
Produto I,Descrição do Produto I,200,51.78
Produto J,Descrição do Produto J,97,27.06
Produto K,Descrição do Produto K,189,55.88
Produto L,Descrição do Produto L,133,38.56
Produto M,Descrição do Produto M,80,67.58
Produto N,Descrição do Produto N,21,61.77
Produto O,Descrição do Produto O,178,94.23
Produto P,Descrição do Produto P,84,65.55
Produto Q,Descrição do Produto Q,70,46.34
Produto R,Descrição do Produto R,177,92.47
Produto S,Descrição do Produto S,33,23.65
Produto T,Descrição do Produto T,101,56.12
Produto U,Descrição do Produto U,168,34.89
Produto V,Descrição do Produto V,14,79.34
Produto W,Descrição do Produto W,101,78.49
Produto X,Descrição do Produto X,119,93.15
Produto Y,Descrição do Produto Y,60,12.35
Produto Z,Descrição do Produto Z,41,66.4
Produto A,Descrição do Produto A,136,36.91
Produto B,Descrição do Produto B,185,50.82
Produto C,Descrição do Produto C,114,12.54
Produto D,Descrição do Produto D,39,42.05
Produto E,Descrição do Produto E,74,78.22
Produto F,Descrição do Produto F,154,55.53
Produto G,Descrição do Produto G,174,44.86
Produto H,Descrição do Produto H,103,48.45
Produto I,Descrição do Produto I,126,32.48
Produto J,Descrição do Produto J,20,56.8
Produto K,Descrição do Produto K,140,79.65
Produto L,Descrição do Produto L,167,77.41
Produto M,Descrição do Produto M,130,33.31
Produto N,Descrição do Produto N,165,77.77
Produto O,Descrição do Produto O,184,55.6
Produto P,Descrição do Produto P,36,45.13
Produto Q,Descrição do Produto Q,154,50.53
Produto R,Descrição do Produto R,179,70.2
Produto S,Descrição do Produto S,85,93.22
Produto T,Descrição do Produto T,102,74.88
Produto U,Descrição do Produto U,86,22.84
Produto V,Descrição do Produto V,104,42.83
Produto W,Descrição do Produto W,171,8.14
Produto X,Descrição do Produto X,184,37.88
Produto Y,Descrição do Produto Y,75,87.15
Produto Z,Descrição do Produto Z,137,93.8
Produto A,Descrição do Produto A,96,81.05
Produto B,Descrição do Produto B,117,81.73
Produto C,Descrição do Produto C,96,62.31
Produto D,Descrição do Produto D,59,69.55
Produto E,Descrição do Produto E,154,65.74
Produto F,Descrição do Produto F,173,81.99
Produto G,Descrição do Produto G,69,7.0
Produto H,Descrição do Produto H,161,42.83
Produto I,Descrição do Produto I,81,65.33
Produto J,Descrição do Produto J,173,9.64
Produto K,Descrição do Produto K,128,56.74
Produto L,Descrição do Produto L,60,27.84
Produto M,Descrição do Produto M,82,62.49
Produto N,Descrição do Produto N,117,98.55
Produto O,Descrição do Produto O,78,9.2
Produto P,Descrição do Produto P,115,53.82
Produto Q,Descrição do Produto Q,113,87.77
Produto R,Descrição do Produto R,29,42.49
Produto S,Descrição do Produto S,200,29.82
Produto T,Descrição do Produto T,138,31.29
Produto U,Descrição do Produto U,33,85.47
Produto V,Descrição do Produto V,19,61.65
Produto W,Descrição do Produto W,16,49.46
Produto X,Descrição do Produto X,42,14.25
Produto Y,Descrição do Produto Y,96,70.08
Produto Z,Descrição do Produto Z,115,48.06
Produto A,Descrição do Produto A,85,20.55
Produto B,Descrição do Produto B,39,32.35
Produto C,Descrição do Produto C,16,70.7
Produto D,Descrição do Produto D,147,24.8
Produto E,Descrição do Produto E,166,53.36
Produto F,Descrição do Produto F,161,29.25
Produto G,Descrição do Produto G,42,36.03
Produto H,Descrição do Produto H,147,78.09
Produto I,Descrição do Produto I,124,84.95
Produto J,Descrição do Produto J,110,65.29
Produto K,Descrição do Produto K,62,97.56
Produto L,Descrição do Produto L,184,16.07
Produto M,Descrição do Produto M,130,20.95
Produto N,Descrição do Produto N,61,70.03
Produto O,Descrição do Produto O,179,54.87
Produto P,Descrição do Produto P,55,70.27
Produto Q,Descrição do Produto Q,55,13.24
Produto R,Descrição do Produto R,96,29.15
Produto S,Descrição do Produto S,72,62.9
Produto T,Descrição do Produto T,192,11.6
Produto U,Descrição do Produto U,67,19.07
Produto V,Descrição do Produto V,59,15.63
Produto W,Descrição do Produto W,162,67.14
Produto X,Descrição do Produto X,25,36.33
Produto Y,Descrição do Produto Y,39,68.88
Produto Z,Descrição do Produto Z,47,73.1
Produto A,Descrição do Produto A,15,93.71
Produto B,Descrição do Produto B,16,10.38
Produto C,Descrição do Produto C,56,55.83
Produto D,Descrição do Produto D,108,77.76
Produto E,Descrição do Produto E,191,9.17
Produto F,Descrição do Produto F,34,88.1
Produto G,Descrição do Produto G,52,27.08
Produto H,Descrição do Produto H,21,36.01
Produto I,Descrição do Produto I,129,64.56
Produto J,Descrição do Produto J,39,27.4
Produto K,Descrição do Produto K,123,76.64
Produto L,Descrição do Produto L,10,70.66
Produto M,Descrição do Produto M,130,30.08
Produto N,Descrição do Produto N,136,33.12
Produto O,Descrição do Produto O,197,80.28
Produto P,Descrição do Produto P,200,8.36
Produto Q,Descrição do Produto Q,164,37.09
Produto R,Descrição do Produto R,36,95.23
Produto S,Descrição do Produto S,112,96.65
Produto T,Descrição do Produto T,159,65.12
Produto U,Descrição do Produto U,25,74.58
Produto V,Descrição do Produto V,84,94.25
Produto W,Descrição do Produto W,194,20.37
Produto X,Descrição do Produto X,12,98.66
Produto Y,Descrição do Produto Y,149,73.31
Produto Z,Descrição do Produto Z,183,18.36
Produto A,Descrição do Produto A,125,15.85
Produto B,Descrição do Produto B,56,65.76
Produto C,Descrição do Produto C,195,64.21
Produto D,Descrição do Produto D,38,85.88
Produto E,Descrição do Produto E,57,35.19
Produto F,Descrição do Produto F,81,98.84
Produto G,Descrição do Produto G,18,77.23
Produto H,Descrição do Produto H,81,75.22
Produto I,Descrição do Produto I,107,26.24
Produto J,Descrição do Produto J,152,6.19
Produto K,Descrição do Produto K,64,66.84
Produto L,Descrição do Produto L,70,59.99
Produto M,Descrição do Produto M,164,15.68
Produto N,Descrição do Produto N,10,37.03
Produto O,Descrição do Produto O,187,22.89
Produto P,Descrição do Produto P,176,76.6
Produto Q,Descrição do Produto Q,107,5.3
Produto R,Descrição do Produto R,121,33.99
Produto S,Descrição do Produto S,20,71.35
Produto T,Descrição do Produto T,159,81.51
Produto U,Descrição do Produto U,167,49.53
Produto V,Descrição do Produto V,123,44.74
Produto W,Descrição do Produto W,176,57.41
Produto X,Descrição do Produto X,42,32.85
Produto Y,Descrição do Produto Y,54,9.96
Produto Z,Descrição do Produto Z,42,89.2
Produto A,Descrição do Produto A,104,86.42
Produto B,Descrição do Produto B,96,29.72
Produto C,Descrição do Produto C,74,13.28
Produto D,Descrição do Produto D,60,31.26
Produto E,Descrição do Produto E,156,98.07
Produto F,Descrição do Produto F,77,50.72
Produto G,Descrição do Produto G,127,12.19
Produto H,Descrição do Produto H,116,34.15
Produto I,Descrição do Produto I,173,85.14
Produto J,Descrição do Produto J,72,50.33
Produto K,Descrição do Produto K,57,40.28
Produto L,Descrição do Produto L,33,65.41
Produto M,Descrição do Produto M,53,93.25
Produto N,Descrição do Produto N,194,89.19
Produto O,Descrição do Produto O,160,41.88
Produto P,Descrição do Produto P,100,76.54
Produto Q,Descrição do Produto Q,146,88.87
Produto R,Descrição do Produto R,111,48.16
Produto S,Descrição do Produto S,15,45.61
Produto T,Descrição do Produto T,104,40.9
Produto U,Descrição do Produto U,108,78.72
Produto V,Descrição do Produto V,149,17.57
Produto W,Descrição do Produto W,19,59.04
Produto X,Descrição do Produto X,169,29.42
Produto Y,Descrição do Produto Y,119,75.16
Produto Z,Descrição do Produto Z,99,33.96
Produto A,Descrição do Produto A,15,27.14
Produto B,Descrição do Produto B,121,29.95
Produto C,Descrição do Produto C,31,44.46
Produto D,Descrição do Produto D,139,99.76
Produto E,Descrição do Produto E,17,9.56
Produto F,Descrição do Produto F,82,57.18
Produto G,Descrição do Produto G,107,76.99
Produto H,Descrição do Produto H,34,88.94
Produto I,Descrição do Produto I,104,34.76
Produto J,Descrição do Produto J,92,8.75
Produto K,Descrição do Produto K,191,24.57
Produto L,Descrição do Produto L,97,25.57
Produto M,Descrição do Produto M,190,77.47
Produto N,Descrição do Produto N,18,14.2
Produto O,Descrição do Produto O,99,41.78
Produto P,Descrição do Produto P,163,33.26
Produto Q,Descrição do Produto Q,47,8.67
Produto R,Descrição do Produto R,109,92.57
Produto S,Descrição do Produto S,142,81.23
Produto T,Descrição do Produto T,56,76.82
Produto U,Descrição do Produto U,197,30.36
Produto V,Descrição do Produto V,63,81.59
Produto W,Descrição do Produto W,116,20.3
Produto X,Descrição do Produto X,111,5.83
Produto Y,Descrição do Produto Y,126,92.14
Produto Z,Descrição do Produto Z,164,65.42
Produto A,Descrição do Produto A,160,17.85
Produto B,Descrição do Produto B,152,33.93
Produto C,Descrição do Produto C,164,14.3
Produto D,Descrição do Produto D,177,79.8
Produto E,Descrição do Produto E,190,58.2
Produto F,Descrição do Produto F,164,30.97
Produto G,Descrição do Produto G,36,31.76
Produto H,Descrição do Produto H,54,61.41
Produto I,Descrição do Produto I,158,78.0
Produto J,Descrição do Produto J,109,74.55
Produto K,Descrição do Produto K,43,33.84
Produto L,Descrição do Produto L,50,93.22
Produto M,Descrição do Produto M,128,29.78
Produto N,Descrição do Produto N,25,85.65
Produto O,Descrição do Produto O,111,40.55
Produto P,Descrição do Produto P,91,21.53
Produto Q,Descrição do Produto Q,137,95.42
Produto R,Descrição do Produto R,32,66.37
Produto S,Descrição do Produto S,27,11.22
Produto T,Descrição do Produto T,125,9.18
Produto U,Descrição do Produto U,67,7.71
Produto V,Descrição do Produto V,69,38.9
Produto W,Descrição do Produto W,62,71.85
Produto X,Descrição do Produto X,133,85.23
Produto Y,Descrição do Produto Y,49,48.81
Produto Z,Descrição do Produto Z,28,82.05
Produto A,Descrição do Produto A,99,57.75
Produto B,Descrição do Produto B,126,79.14
Produto C,Descrição do Produto C,81,77.42
Produto D,Descrição do Produto D,71,53.53
Produto E,Descrição do Produto E,19,59.45
Produto F,Descrição do Produto F,95,54.34
Produto G,Descrição do Produto G,129,21.14
Produto H,Descrição do Produto H,70,60.91
Produto I,Descrição do Produto I,26,91.91
Produto J,Descrição do Produto J,148,87.68
Produto K,Descrição do Produto K,121,67.17
Produto L,Descrição do Produto L,143,74.19
Produto M,Descrição do Produto M,101,78.99
Produto N,Descrição do Produto N,102,87.74
Produto O,Descrição do Produto O,193,10.21
Produto P,Descrição do Produto P,78,56.63
Produto Q,Descrição do Produto Q,66,29.06
Produto R,Descrição do Produto R,153,89.49
Produto S,Descrição do Produto S,166,52.5
Produto T,Descrição do Produto T,164,57.6
Produto U,Descrição do Produto U,43,44.08
Produto V,Descrição do Produto V,144,17.82
Produto W,Descrição do Produto W,185,5.54
Produto X,Descrição do Produto X,195,31.62
Produto Y,Descrição do Produto Y,112,83.51
Produto Z,Descrição do Produto Z,81,74.71
Produto A,Descrição do Produto A,65,70.0
Produto B,Descrição do Produto B,74,59.45
Produto C,Descrição do Produto C,134,54.89
Produto D,Descrição do Produto D,148,81.97
Produto E,Descrição do Produto E,21,76.5
Produto F,Descrição do Produto F,173,41.35
Produto G,Descrição do Produto G,103,73.29
Produto H,Descrição do Produto H,160,66.06
Produto I,Descrição do Produto I,43,84.35
Produto J,Descrição do Produto J,62,13.86
Produto K,Descrição do Produto K,81,18.04
Produto L,Descrição do Produto L,26,46.56
Produto M,Descrição do Produto M,171,17.19
Produto N,Descrição do Produto N,61,66.64
Produto O,Descrição do Produto O,195,39.2
Produto P,Descrição do Produto P,37,87.5
Produto Q,Descrição do Produto Q,34,54.79
Produto R,Descrição do Produto R,190,33.2
Produto S,Descrição do Produto S,71,66.97
Produto T,Descrição do Produto T,179,76.89
Produto U,Descrição do Produto U,177,37.36
Produto V,Descrição do Produto V,110,17.9
Produto W,Descrição do Produto W,51,35.16
Produto X,Descrição do Produto X,103,50.77
Produto Y,Descrição do Produto Y,187,65.2
Produto Z,Descrição do Produto Z,152,56.25
Produto A,Descrição do Produto A,147,99.19
Produto B,Descrição do Produto B,150,57.72
Produto C,Descrição do Produto C,38,32.99
Produto D,Descrição do Produto D,137,31.75
Produto E,Descrição do Produto E,194,85.14
Produto F,Descrição do Produto F,33,61.29
Produto G,Descrição do Produto G,163,26.34
Produto H,Descrição do Produto H,85,62.47
Produto I,Descrição do Produto I,191,60.79
Produto J,Descrição do Produto J,38,98.4
Produto K,Descrição do Produto K,134,98.52
Produto L,Descrição do Produto L,87,60.18
Produto M,Descrição do Produto M,139,52.19
Produto N,Descrição do Produto N,189,44.24
Produto O,Descrição do Produto O,74,78.85
Produto P,Descrição do Produto P,103,53.14
Produto Q,Descrição do Produto Q,199,85.03
Produto R,Descrição do Produto R,177,87.87
Produto S,Descrição do Produto S,189,94.27
Produto T,Descrição do Produto T,14,72.55
Produto U,Descrição do Produto U,196,18.33
Produto V,Descrição do Produto V,138,37.94
Produto W,Descrição do Produto W,154,65.68
Produto X,Descrição do Produto X,160,39.39
Produto Y,Descrição do Produto Y,137,53.46
Produto Z,Descrição do Produto Z,176,23.17
Produto A,Descrição do Produto A,42,25.43
Produto B,Descrição do Produto B,196,13.37
Produto C,Descrição do Produto C,198,74.15
Produto D,Descrição do Produto D,44,83.49
Produto E,Descrição do Produto E,77,52.07
Produto F,Descrição do Produto F,151,63.58
Produto G,Descrição do Produto G,118,66.62
Produto H,Descrição do Produto H,44,33.13
Produto I,Descrição do Produto I,185,92.59
Produto J,Descrição do Produto J,116,62.11
Produto K,Descrição do Produto K,103,25.61
Produto L,Descrição do Produto L,31,40.98
Produto M,Descrição do Produto M,69,20.73
Produto N,Descrição do Produto N,124,13.15
Produto O,Descrição do Produto O,77,9.67
Produto P,Descrição do Produto P,149,93.38
Produto Q,Descrição do Produto Q,23,24.31
Produto R,Descrição do Produto R,18,50.49
Produto S,Descrição do Produto S,49,53.38
Produto T,Descrição do Produto T,179,56.02
Produto U,Descrição do Produto U,58,83.67
Produto V,Descrição do Produto V,68,19.07
Produto W,Descrição do Produto W,95,52.28
Produto X,Descrição do Produto X,105,28.75
Produto Y,Descrição do Produto Y,45,58.61
Produto Z,Descrição do Produto Z,152,33.22
Produto A,Descrição do Produto A,132,75.28
Produto B,Descrição do Produto B,62,64.78
Produto C,Descrição do Produto C,132,43.64
Produto D,Descrição do Produto D,180,44.63
Produto E,Descrição do Produto E,46,48.49
Produto F,Descrição do Produto F,165,17.32
Produto G,Descrição do Produto G,117,88.03
Produto H,Descrição do Produto H,188,69.28
Produto I,Descrição do Produto I,12,61.68
Produto J,Descrição do Produto J,71,42.38
Produto K,Descrição do Produto K,127,88.62
Produto L,Descrição do Produto L,174,93.07
Produto M,Descrição do Produto M,22,55.88
Produto N,Descrição do Produto N,177,24.54
Produto O,Descrição do Produto O,95,27.14
Produto P,Descrição do Produto P,163,28.3
Produto Q,Descrição do Produto Q,156,33.92
Produto R,Descrição do Produto R,114,25.9
Produto S,Descrição do Produto S,121,27.15
Produto T,Descrição do Produto T,38,59.45
Produto U,Descrição do Produto U,181,7.9
Produto V,Descrição do Produto V,141,87.19
Produto W,Descrição do Produto W,16,95.62
Produto X,Descrição do Produto X,183,33.31
Produto Y,Descrição do Produto Y,53,30.31
Produto Z,Descrição do Produto Z,80,94.32
Produto A,Descrição do Produto A,84,6.17
Produto B,Descrição do Produto B,27,28.89
Produto C,Descrição do Produto C,112,90.89
Produto D,Descrição do Produto D,81,48.96
Produto E,Descrição do Produto E,126,62.16
Produto F,Descrição do Produto F,64,71.19
Produto G,Descrição do Produto G,89,58.83
Produto H,Descrição do Produto H,15,57.83
Produto I,Descrição do Produto I,92,45.68
Produto J,Descrição do Produto J,16,59.54
Produto K,Descrição do Produto K,21,28.08
Produto L,Descrição do Produto L,74,51.2
Produto M,Descrição do Produto M,59,28.42
Produto N,Descrição do Produto N,77,42.67
Produto O,Descrição do Produto O,22,99.45
Produto P,Descrição do Produto P,183,20.54
Produto Q,Descrição do Produto Q,75,79.81
Produto R,Descrição do Produto R,173,92.56
Produto S,Descrição do Produto S,104,51.44
Produto T,Descrição do Produto T,106,30.0
Produto U,Descrição do Produto U,112,11.63
Produto V,Descrição do Produto V,139,64.12
Produto W,Descrição do Produto W,186,63.0
Produto X,Descrição do Produto X,78,35.36
Produto Y,Descrição do Produto Y,52,67.11
Produto Z,Descrição do Produto Z,163,55.98
Produto A,Descrição do Produto A,91,63.13
Produto B,Descrição do Produto B,150,21.76
Produto C,Descrição do Produto C,69,69.73
Produto D,Descrição do Produto D,64,54.5
Produto E,Descrição do Produto E,118,6.22
Produto F,Descrição do Produto F,169,80.03
Produto G,Descrição do Produto G,102,56.48
Produto H,Descrição do Produto H,125,48.77
Produto I,Descrição do Produto I,199,84.02
Produto J,Descrição do Produto J,146,61.74
Produto K,Descrição do Produto K,61,29.7
Produto L,Descrição do Produto L,133,91.9
Produto M,Descrição do Produto M,37,66.4
Produto N,Descrição do Produto N,17,88.05
Produto O,Descrição do Produto O,175,65.71
Produto P,Descrição do Produto P,14,81.86
Produto Q,Descrição do Produto Q,88,83.24
Produto R,Descrição do Produto R,15,45.6
Produto S,Descrição do Produto S,110,88.83
Produto T,Descrição do Produto T,109,43.21
Produto U,Descrição do Produto U,43,95.86
Produto V,Descrição do Produto V,168,7.92
Produto W,Descrição do Produto W,161,73.2
Produto X,Descrição do Produto X,81,49.09
Produto Y,Descrição do Produto Y,20,48.12
Produto Z,Descrição do Produto Z,126,57.93
Produto A,Descrição do Produto A,131,79.86
Produto B,Descrição do Produto B,192,58.43
Produto C,Descrição do Produto C,98,71.47
Produto D,Descrição do Produto D,41,88.09
Produto E,Descrição do Produto E,185,41.03
Produto F,Descrição do Produto F,63,22.16
Produto G,Descrição do Produto G,148,57.33
Produto H,Descrição do Produto H,62,56.42
Produto I,Descrição do Produto I,20,89.62
Produto J,Descrição do Produto J,69,32.4
Produto K,Descrição do Produto K,157,37.91
Produto L,Descrição do Produto L,33,6.72
Produto M,Descrição do Produto M,51,77.15
Produto N,Descrição do Produto N,185,68.98
Produto O,Descrição do Produto O,35,79.53
Produto P,Descrição do Produto P,176,52.7
Produto Q,Descrição do Produto Q,180,46.03
Produto R,Descrição do Produto R,34,97.37
Produto S,Descrição do Produto S,28,77.57
Produto T,Descrição do Produto T,18,82.81
Produto U,Descrição do Produto U,99,60.68
Produto V,Descrição do Produto V,156,95.27
Produto W,Descrição do Produto W,123,10.33
Produto X,Descrição do Produto X,199,52.5
Produto Y,Descrição do Produto Y,144,83.98
Produto Z,Descrição do Produto Z,27,23.58
Produto A,Descrição do Produto A,161,10.31
Produto B,Descrição do Produto B,106,43.99
Produto C,Descrição do Produto C,113,91.02
Produto D,Descrição do Produto D,172,29.6
Produto E,Descrição do Produto E,191,45.81
Produto F,Descrição do Produto F,131,37.56
Produto G,Descrição do Produto G,109,69.58
Produto H,Descrição do Produto H,111,22.03
Produto I,Descrição do Produto I,177,99.86
Produto J,Descrição do Produto J,91,79.74
Produto K,Descrição do Produto K,137,77.75
Produto L,Descrição do Produto L,17,33.57
Produto M,Descrição do Produto M,176,16.92
Produto N,Descrição do Produto N,54,88.78
Produto O,Descrição do Produto O,99,20.45
Produto P,Descrição do Produto P,116,58.09
Produto Q,Descrição do Produto Q,91,45.38
Produto R,Descrição do Produto R,150,87.2
Produto S,Descrição do Produto S,102,71.6
Produto T,Descrição do Produto T,111,30.57
Produto U,Descrição do Produto U,36,87.75
Produto V,Descrição do Produto V,135,51.33
Produto W,Descrição do Produto W,181,67.31
Produto X,Descrição do Produto X,33,76.82
Produto Y,Descrição do Produto Y,193,19.28
Produto Z,Descrição do Produto Z,79,84.8
Produto A,Descrição do Produto A,44,94.63
Produto B,Descrição do Produto B,152,11.76
Produto C,Descrição do Produto C,200,59.41
Produto D,Descrição do Produto D,91,47.55
Produto E,Descrição do Produto E,159,68.9
Produto F,Descrição do Produto F,80,25.42
Produto G,Descrição do Produto G,182,78.52
Produto H,Descrição do Produto H,64,62.45
Produto I,Descrição do Produto I,145,53.06
Produto J,Descrição do Produto J,77,45.57
Produto K,Descrição do Produto K,118,34.87
Produto L,Descrição do Produto L,158,18.25
Produto M,Descrição do Produto M,62,97.49
Produto N,Descrição do Produto N,42,89.46
Produto O,Descrição do Produto O,185,69.31
Produto P,Descrição do Produto P,54,47.13
Produto Q,Descrição do Produto Q,117,91.34
Produto R,Descrição do Produto R,127,98.49
Produto S,Descrição do Produto S,169,44.75
Produto T,Descrição do Produto T,48,68.01
Produto U,Descrição do Produto U,53,99.81
Produto V,Descrição do Produto V,19,76.75
Produto W,Descrição do Produto W,186,78.11
Produto X,Descrição do Produto X,165,53.39
Produto Y,Descrição do Produto Y,49,8.29
Produto Z,Descrição do Produto Z,71,93.26
Produto A,Descrição do Produto A,185,82.19
Produto B,Descrição do Produto B,199,34.77
Produto C,Descrição do Produto C,160,60.3
Produto D,Descrição do Produto D,25,80.81
Produto E,Descrição do Produto E,166,27.1
Produto F,Descrição do Produto F,172,97.92
Produto G,Descrição do Produto G,100,81.33
Produto H,Descrição do Produto H,34,21.56
Produto I,Descrição do Produto I,111,13.95
Produto J,Descrição do Produto J,45,58.43
Produto K,Descrição do Produto K,115,23.54
Produto L,Descrição do Produto L,31,98.76
Produto M,Descrição do Produto M,159,73.37
Produto N,Descrição do Produto N,134,10.25
Produto O,Descrição do Produto O,146,7.41
Produto P,Descrição do Produto P,176,61.28
Produto Q,Descrição do Produto Q,89,93.47
Produto R,Descrição do Produto R,175,97.28
Produto S,Descrição do Produto S,40,20.86
Produto T,Descrição do Produto T,99,73.84
Produto U,Descrição do Produto U,176,20.7
Produto V,Descrição do Produto V,94,90.16
Produto W,Descrição do Produto W,195,37.42
Produto X,Descrição do Produto X,86,23.32
Produto Y,Descrição do Produto Y,44,71.78
Produto Z,Descrição do Produto Z,32,96.15
Produto A,Descrição do Produto A,170,89.86
Produto B,Descrição do Produto B,65,74.94
Produto C,Descrição do Produto C,30,10.16
Produto D,Descrição do Produto D,182,60.54
Produto E,Descrição do Produto E,154,31.69
Produto F,Descrição do Produto F,90,15.43
Produto G,Descrição do Produto G,91,12.07
Produto H,Descrição do Produto H,154,86.03
Produto I,Descrição do Produto I,127,18.74
Produto J,Descrição do Produto J,191,99.72
Produto K,Descrição do Produto K,59,91.61
Produto L,Descrição do Produto L,82,54.17
Produto M,Descrição do Produto M,31,62.97
Produto N,Descrição do Produto N,118,79.82
Produto O,Descrição do Produto O,35,98.8
Produto P,Descrição do Produto P,98,43.81
Produto Q,Descrição do Produto Q,132,95.48
Produto R,Descrição do Produto R,147,86.99
Produto S,Descrição do Produto S,200,56.35
Produto T,Descrição do Produto T,158,80.09
Produto U,Descrição do Produto U,174,37.63
Produto V,Descrição do Produto V,22,10.15
Produto W,Descrição do Produto W,199,79.8
Produto X,Descrição do Produto X,147,10.96
Produto Y,Descrição do Produto Y,148,38.53
Produto Z,Descrição do Produto Z,61,63.84
Produto A,Descrição do Produto A,53,13.01
Produto B,Descrição do Produto B,165,58.85
Produto C,Descrição do Produto C,87,51.55
Produto D,Descrição do Produto D,101,98.86
Produto E,Descrição do Produto E,72,35.77
Produto F,Descrição do Produto F,14,47.17
Produto G,Descrição do Produto G,154,11.67
Produto H,Descrição do Produto H,46,42.28
Produto I,Descrição do Produto I,10,84.54
Produto J,Descrição do Produto J,119,77.32
Produto K,Descrição do Produto K,96,6.9
Produto L,Descrição do Produto L,13,29.29
Produto M,Descrição do Produto M,181,67.72
Produto N,Descrição do Produto N,58,71.2
Produto O,Descrição do Produto O,69,90.79
Produto P,Descrição do Produto P,131,48.97
Produto Q,Descrição do Produto Q,167,45.47
Produto R,Descrição do Produto R,58,57.23
Produto S,Descrição do Produto S,59,25.23
Produto T,Descrição do Produto T,92,57.48
Produto U,Descrição do Produto U,138,17.82
Produto V,Descrição do Produto V,67,75.23
Produto W,Descrição do Produto W,39,48.81
Produto X,Descrição do Produto X,172,34.8
Produto Y,Descrição do Produto Y,37,48.94
Produto Z,Descrição do Produto Z,181,84.28
Produto A,Descrição do Produto A,70,39.64
Produto B,Descrição do Produto B,14,30.49
Produto C,Descrição do Produto C,132,57.19
Produto D,Descrição do Produto D,54,8.04
Produto E,Descrição do Produto E,182,9.34
Produto F,Descrição do Produto F,104,69.96
Produto G,Descrição do Produto G,176,13.67
Produto H,Descrição do Produto H,58,92.72
Produto I,Descrição do Produto I,182,36.11
Produto J,Descrição do Produto J,190,53.49
Produto K,Descrição do Produto K,121,21.28
Produto L,Descrição do Produto L,23,63.56
Produto M,Descrição do Produto M,153,44.24
Produto N,Descrição do Produto N,35,35.92
Produto O,Descrição do Produto O,16,29.47
Produto P,Descrição do Produto P,80,9.47
Produto Q,Descrição do Produto Q,41,7.06
Produto R,Descrição do Produto R,16,24.3
Produto S,Descrição do Produto S,114,25.38
Produto T,Descrição do Produto T,87,51.71
Produto U,Descrição do Produto U,54,30.63
Produto V,Descrição do Produto V,40,84.82
Produto W,Descrição do Produto W,122,56.08
Produto X,Descrição do Produto X,78,29.62
Produto Y,Descrição do Produto Y,58,83.55
Produto Z,Descrição do Produto Z,27,51.27
Produto A,Descrição do Produto A,45,5.1
Produto B,Descrição do Produto B,174,34.81
Produto C,Descrição do Produto C,110,51.5
Produto D,Descrição do Produto D,193,7.68
Produto E,Descrição do Produto E,68,54.04
Produto F,Descrição do Produto F,11,55.95
Produto G,Descrição do Produto G,22,82.79
Produto H,Descrição do Produto H,53,51.25
Produto I,Descrição do Produto I,33,96.45
Produto J,Descrição do Produto J,74,77.12
Produto K,Descrição do Produto K,168,90.37
Produto L,Descrição do Produto L,152,99.57
Produto M,Descrição do Produto M,164,34.3
Produto N,Descrição do Produto N,10,47.15
Produto O,Descrição do Produto O,161,11.31
Produto P,Descrição do Produto P,100,66.37
Produto Q,Descrição do Produto Q,128,70.22
Produto R,Descrição do Produto R,17,87.24
Produto S,Descrição do Produto S,174,92.45
Produto T,Descrição do Produto T,112,61.77
Produto U,Descrição do Produto U,190,7.38
Produto V,Descrição do Produto V,75,78.06
Produto W,Descrição do Produto W,183,40.58
Produto X,Descrição do Produto X,163,55.26
Produto Y,Descrição do Produto Y,67,58.1
Produto Z,Descrição do Produto Z,13,54.09
Produto A,Descrição do Produto A,99,93.12
Produto B,Descrição do Produto B,175,32.68
Produto C,Descrição do Produto C,196,7.24
Produto D,Descrição do Produto D,83,31.4
Produto E,Descrição do Produto E,126,76.34
